count_floors_pre_eq,age,height,land_surface_condition,foundation_type,has_superstructure_adobe_mud,has_superstructure_mud_mortar_stone,has_superstructure_stone_flag,has_superstructure_cement_mortar_stone,has_superstructure_mud_mortar_brick,has_superstructure_cement_mortar_brick,has_superstructure_timber,has_superstructure_bamboo,has_superstructure_rc_non_engineered,has_superstructure_rc_engineered,has_superstructure_other
2,20,6,808e,337f,0,1,0,0,0,0,1,0,0,0,0
2,20,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,5,5,d502,337f,0,1,0,0,0,0,1,0,0,0,0
1,15,3,d502,6c3e,0,1,0,0,0,0,0,0,0,0,1
2,5,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,0,5,d502,858b,0,0,0,0,0,1,1,0,0,0,0
3,40,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,45,6,d502,337f,0,1,0,0,0,0,1,0,0,0,0
2,0,4,d502,6c3e,0,1,0,0,0,0,0,0,0,0,0
1,0,6,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,0,2,d502,6c3e,0,0,0,0,0,1,0,0,0,1,0
2,35,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,30,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,20,3,d502,858b,0,1,0,0,0,0,1,0,0,0,0
2,10,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,5,8,d502,337f,0,1,0,0,0,0,1,0,0,0,0
4,80,8,d502,337f,0,0,0,0,1,0,1,0,0,0,0
2,15,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,0,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,5,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,20,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,25,7,2f15,337f,0,1,0,0,0,0,0,0,0,0,0
2,5,4,d502,6c3e,0,1,0,0,0,0,0,0,0,0,0
2,30,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,20,6,d502,337f,0,1,0,0,0,0,1,0,0,0,0
1,55,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,45,9,d502,337f,1,0,0,0,1,0,0,0,0,0,0
2,10,6,2f15,337f,0,1,0,0,0,0,1,0,0,0,0
1,5,3,d502,858b,0,0,0,0,0,0,1,1,0,0,0
1,0,3,d502,467b,0,0,0,0,0,0,0,0,1,0,0
2,15,6,d502,858b,0,1,0,0,0,0,0,1,0,0,0
3,40,8,d502,337f,1,0,0,0,0,0,1,0,0,0,0
2,50,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,30,5,d502,337f,0,1,1,0,0,0,1,1,0,0,1
2,35,5,d502,337f,0,1,0,0,0,0,1,1,0,0,0
2,30,5,808e,337f,0,1,0,0,0,0,0,0,0,0,0
2,20,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,15,5,d502,337f,1,1,0,0,0,0,1,0,0,0,0
2,0,6,d502,6c3e,0,0,0,0,0,0,1,1,0,0,0
3,5,9,d502,467b,0,0,0,0,0,0,0,0,1,0,0
2,25,5,d502,858b,0,0,0,0,0,0,1,0,0,0,0
2,25,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,15,6,d502,337f,0,1,0,0,0,0,0,0,1,0,0
2,30,6,d502,337f,0,0,1,0,0,0,1,0,0,0,0
2,35,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,40,6,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,50,7,808e,337f,0,1,1,0,0,0,0,0,0,0,0
2,20,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,20,3,808e,337f,0,0,0,0,0,0,1,1,0,0,0
1,15,2,808e,337f,0,1,0,0,0,0,0,0,0,0,0
2,15,6,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,100,7,d502,337f,1,0,0,0,1,0,0,0,0,0,0
2,30,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,5,9,d502,467b,0,0,0,0,0,0,0,0,0,1,0
2,5,5,d502,858b,0,1,0,0,0,0,1,1,0,0,0
2,25,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,35,7,d502,337f,0,1,1,0,0,0,0,0,0,0,0
2,20,6,d502,337f,0,1,0,0,0,0,0,0,1,0,0
2,50,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,50,4,2f15,337f,1,1,0,0,0,0,0,0,0,0,0
2,10,4,d502,858b,0,0,0,0,0,0,1,0,0,0,0
1,20,3,d502,337f,0,1,1,0,0,0,0,0,0,0,0
2,25,6,d502,858b,0,1,0,0,0,0,1,0,0,0,0
2,10,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,80,5,d502,337f,0,1,0,0,0,0,1,0,0,0,0
2,30,4,d502,337f,0,1,0,0,0,0,1,0,0,0,0
1,5,3,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,15,6,d502,6c3e,0,0,0,0,0,1,0,0,0,0,0
2,10,7,808e,337f,0,1,0,0,0,0,0,0,0,0,0
2,10,4,2f15,337f,0,1,0,0,0,0,0,0,0,0,0
2,10,6,d502,337f,0,1,0,0,0,0,1,0,0,0,0
1,5,2,d502,858b,0,0,0,0,0,0,1,0,0,0,0
2,20,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,0,7,808e,337f,0,1,0,0,0,0,0,0,0,0,0
2,20,4,d502,337f,0,1,0,0,0,0,0,0,1,0,0
2,5,6,d502,337f,0,1,0,0,0,0,1,1,0,0,0
1,5,3,d502,858b,0,0,0,0,0,0,1,1,0,0,0
3,25,8,d502,337f,1,0,0,0,0,0,0,0,0,0,0
3,10,7,d502,337f,1,0,0,0,0,0,0,0,0,0,0
3,35,8,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,30,5,d502,337f,0,1,0,0,0,0,1,0,0,0,0
2,15,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,35,8,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,25,7,808e,337f,0,1,0,0,0,0,0,0,0,0,0
2,60,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,20,7,808e,337f,0,1,1,0,0,0,1,1,0,0,0
2,50,5,808e,337f,0,1,0,0,0,0,0,0,1,0,0
2,15,4,808e,337f,0,1,0,0,0,0,1,1,0,0,0
2,15,6,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,20,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,25,5,2f15,6c3e,0,1,0,0,0,0,1,0,0,0,0
2,10,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,10,5,2f15,337f,0,1,0,0,0,0,0,0,0,0,0
2,25,4,d502,858b,1,0,0,0,0,0,1,1,0,0,0
2,25,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,15,5,d502,337f,0,1,0,0,0,0,1,0,0,0,0
2,0,4,808e,337f,0,1,0,0,0,0,1,0,0,0,0
2,45,4,d502,337f,1,0,0,0,0,0,0,0,0,0,0
1,0,3,d502,467b,0,0,0,0,0,1,0,0,1,0,0
2,15,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,10,7,d502,337f,0,1,0,0,0,0,1,1,0,0,0
2,30,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,25,7,d502,337f,1,0,0,0,1,0,1,1,0,0,0
2,25,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
4,10,12,d502,467b,0,0,0,0,0,0,0,0,0,1,0
1,15,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,5,3,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,0,4,808e,337f,0,1,0,0,0,0,0,0,0,0,0
2,15,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,5,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,25,6,d502,337f,0,1,1,0,0,0,0,0,0,0,0
2,25,6,d502,337f,1,1,0,0,0,0,1,0,0,0,0
1,0,3,d502,467b,0,0,0,0,0,0,0,0,0,1,0
2,15,5,d502,337f,0,0,0,0,0,0,1,0,0,0,1
1,10,3,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,0,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,10,3,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,90,5,d502,337f,1,0,0,0,0,0,0,0,0,0,0
2,25,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,50,8,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,25,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,10,7,808e,337f,0,1,0,0,0,0,0,0,0,0,0
2,10,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
4,35,12,d502,467b,0,0,0,0,0,0,0,0,1,0,0
1,15,4,d502,337f,0,1,0,0,1,0,0,0,0,0,0
2,20,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,0,6,d502,467b,0,0,0,0,0,0,0,0,1,0,0
1,10,3,808e,337f,0,1,0,0,0,0,0,0,0,0,0
2,15,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,30,5,d502,337f,0,1,0,0,0,0,1,0,0,0,0
2,15,5,d502,337f,0,1,0,0,0,0,1,1,1,0,0
2,5,6,d502,337f,0,1,0,0,0,0,1,0,0,0,0
2,80,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,10,3,d502,337f,0,0,0,0,1,0,1,0,0,0,0
3,20,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,50,4,d502,337f,0,1,0,0,0,0,0,0,1,0,0
2,995,5,d502,337f,0,1,0,0,0,0,1,1,0,0,0
3,15,9,d502,6c3e,0,0,0,0,0,1,0,0,0,0,0
2,15,5,d502,858b,0,0,0,0,0,0,1,0,0,0,0
2,30,4,d502,337f,0,1,0,0,0,0,0,1,0,0,0
3,10,6,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,0,7,d502,337f,0,1,0,1,0,0,0,0,0,0,0
1,10,3,d502,858b,0,0,0,0,0,0,1,1,0,0,1
2,25,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,10,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,20,4,d502,337f,0,1,1,0,0,0,1,0,0,0,0
4,80,8,d502,337f,0,0,0,0,1,0,0,0,0,0,0
2,30,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,5,2,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,25,6,808e,337f,0,1,0,0,0,0,0,0,0,0,0
3,5,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,30,5,d502,337f,0,1,0,0,1,0,1,0,0,0,0
3,5,6,d502,337f,0,1,0,0,0,0,0,0,0,0,0
4,995,10,d502,337f,0,0,0,0,1,0,0,0,0,0,0
2,15,4,2f15,337f,0,0,1,0,0,0,0,0,0,0,0
3,25,6,d502,337f,0,1,0,0,0,0,1,1,0,0,0
2,25,6,d502,337f,1,0,0,0,1,0,0,0,0,0,0
2,0,5,d502,337f,0,1,0,0,0,0,1,0,0,0,0
2,20,6,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,15,4,d502,337f,0,1,1,0,0,0,0,0,0,0,0
1,35,3,d502,858b,0,0,0,0,0,0,1,0,0,0,0
1,20,3,808e,337f,0,1,0,0,0,0,0,0,0,0,0
3,100,6,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,95,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,0,2,d502,6c3e,0,0,0,0,0,1,0,0,0,0,0
2,15,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,40,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,5,6,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,10,3,808e,337f,0,1,0,1,0,1,0,0,0,0,0
2,15,3,d502,6c3e,0,0,0,0,0,1,0,0,0,0,0
3,30,7,d502,337f,0,1,0,0,0,0,1,0,0,0,0
2,45,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,45,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,0,3,808e,337f,0,1,0,0,0,0,0,0,0,0,0
3,20,6,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,45,7,d502,337f,0,1,0,0,0,0,1,0,0,0,0
2,0,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,10,5,808e,337f,0,1,0,0,0,0,0,0,0,0,0
2,0,6,808e,337f,0,1,0,0,0,0,0,0,0,0,0
2,5,6,808e,337f,0,1,0,0,0,0,0,0,0,0,0
2,20,5,d502,858b,0,1,0,0,0,0,1,1,0,0,0
2,5,6,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,10,4,d502,337f,0,1,1,0,0,0,0,0,0,0,0
3,10,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,10,6,d502,467b,0,0,0,0,0,1,0,0,0,1,0
2,30,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,110,6,d502,337f,1,0,0,0,1,0,1,0,0,0,0
3,10,6,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,35,5,d502,858b,0,0,0,0,0,0,1,0,0,0,0
2,40,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,20,9,d502,337f,1,0,0,0,0,0,0,0,0,0,0
2,10,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,40,5,2f15,337f,0,1,0,0,0,0,1,0,0,0,0
2,20,7,d502,858b,0,1,0,0,0,0,1,0,0,0,0
1,20,3,808e,337f,0,1,0,0,0,0,0,0,0,0,0
1,5,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,10,8,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,0,3,d502,6c3e,0,0,0,1,0,0,0,0,0,0,0
2,20,5,d502,858b,0,0,0,0,0,0,1,0,0,0,0
2,25,5,d502,337f,0,1,0,0,0,0,1,0,0,0,0
3,30,9,d502,337f,0,1,0,0,1,1,1,0,0,0,0
3,30,6,d502,337f,1,0,0,0,0,0,0,0,0,0,0
2,15,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,5,3,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,30,8,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,15,5,d502,6c3e,0,0,0,0,0,1,1,0,0,0,0
2,25,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,0,3,808e,337f,0,0,0,0,0,1,0,0,0,0,0
2,15,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,15,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,10,10,d502,467b,0,0,0,0,0,0,0,0,1,0,0
3,995,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,5,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,995,7,d502,337f,0,1,0,0,0,0,1,1,0,0,0
2,95,5,d502,337f,0,1,0,0,0,0,1,0,0,0,0
3,20,6,808e,337f,0,1,0,0,0,0,0,0,0,0,0
2,20,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,25,6,808e,337f,0,1,1,0,0,0,0,0,0,0,0
2,10,6,808e,337f,0,1,0,0,0,0,0,0,0,0,0
3,20,7,808e,337f,0,0,0,1,0,0,1,0,0,0,0
1,10,3,2f15,337f,0,1,0,0,0,0,0,0,0,0,0
3,15,9,d502,6c3e,0,0,0,0,0,1,0,0,0,0,0
1,15,3,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,10,3,d502,337f,0,0,0,0,0,1,0,0,0,0,0
2,0,6,d502,337f,0,0,0,0,0,1,0,0,0,0,0
1,10,3,d502,337f,0,1,0,0,0,0,1,0,0,0,0
2,0,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,15,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,40,6,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,20,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,25,7,d502,337f,0,1,0,0,0,0,1,0,0,0,0
1,5,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,50,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,5,3,d502,467b,0,0,0,0,0,1,0,0,0,1,0
4,35,13,d502,337f,0,1,1,0,1,0,1,0,1,0,0
2,15,8,d502,337f,1,0,0,0,0,0,0,0,0,0,0
2,20,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,30,5,d502,337f,0,1,0,0,0,0,1,0,0,0,0
2,15,6,808e,337f,0,1,0,0,0,0,0,0,0,0,0
2,25,5,d502,337f,1,1,0,0,0,0,1,0,0,0,0
2,15,4,d502,337f,0,1,0,0,0,0,1,1,0,0,0
2,25,6,808e,337f,0,1,0,0,0,0,0,0,0,0,1
2,20,7,d502,337f,0,1,0,0,0,0,1,0,0,0,0
3,0,10,d502,467b,0,0,0,0,0,1,0,0,1,0,0
2,25,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,35,3,d502,337f,0,1,0,0,0,0,1,0,0,0,0
1,5,3,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,0,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,15,5,d502,858b,0,1,0,0,0,0,1,1,0,0,0
3,0,7,d502,337f,0,1,0,0,0,0,1,0,0,0,0
3,10,11,808e,337f,0,1,1,0,0,0,1,1,0,0,0
3,10,7,d502,337f,0,1,0,0,0,0,1,0,0,0,0
3,0,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,15,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,5,3,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,30,3,d502,337f,0,0,0,0,1,0,0,0,0,0,0
1,25,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,20,6,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,10,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,60,7,d502,337f,1,1,0,0,0,0,0,0,0,0,0
1,10,3,d502,6c3e,0,0,0,0,0,1,0,0,0,0,0
2,45,6,808e,337f,0,1,0,0,0,0,0,0,0,0,0
3,20,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,0,5,2f15,337f,0,1,0,0,0,0,0,0,0,0,0
4,85,9,d502,337f,1,0,0,0,1,0,0,0,0,0,0
3,0,6,d502,337f,0,1,0,0,0,0,0,0,0,0,0
5,35,11,d502,337f,1,0,0,0,1,1,1,0,0,0,0
3,15,8,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,10,6,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,30,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,20,6,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,65,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,5,5,d502,858b,0,0,0,0,0,0,1,0,0,0,0
2,15,7,808e,337f,0,1,0,0,0,0,0,0,0,0,0
4,40,8,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,15,8,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,55,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,10,3,d502,6c3e,0,0,0,0,0,1,0,0,0,0,0
2,10,3,d502,337f,0,1,0,0,0,0,1,0,0,0,0
3,15,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,5,5,2f15,337f,0,1,0,0,0,0,0,0,0,0,0
1,0,3,d502,467b,0,0,0,0,0,0,0,0,0,1,0
2,10,4,808e,337f,0,1,0,0,0,0,1,0,0,0,0
2,5,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,15,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,20,6,d502,337f,0,1,0,0,0,0,1,0,0,0,0
2,50,8,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,30,2,d502,337f,1,0,0,0,1,0,0,0,0,0,0
2,10,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,25,7,808e,337f,0,1,0,0,0,0,0,0,0,0,0
2,50,4,d502,337f,1,1,0,0,0,0,1,1,0,0,0
2,25,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,10,6,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,20,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,5,3,d502,6c3e,0,0,0,0,0,0,0,0,1,0,0
3,995,9,d502,467b,0,0,0,0,0,1,0,0,1,0,0
3,10,6,d502,337f,0,1,0,0,0,0,0,0,1,0,0
2,5,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,25,7,d502,6c3e,0,1,0,0,0,0,0,0,0,0,0
1,0,2,d502,337f,0,0,0,0,1,0,0,0,0,0,0
2,5,5,2f15,337f,0,1,0,0,0,0,0,0,0,0,0
2,15,5,d502,858b,1,1,0,0,0,0,1,0,0,0,0
2,45,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,5,3,d502,6c3e,0,0,0,0,0,1,0,0,0,0,0
2,35,4,808e,337f,0,1,0,0,0,0,0,0,0,0,0
2,25,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,10,12,d502,467b,0,0,0,0,0,0,0,0,1,0,0
3,0,6,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,20,6,d502,858b,0,0,1,0,0,0,1,0,0,0,0
2,5,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,10,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,60,6,2f15,337f,0,1,0,0,0,0,0,0,0,0,0
2,20,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,15,4,d502,858b,0,0,0,0,0,0,1,0,0,0,0
3,25,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,5,6,d502,6c3e,0,0,0,1,0,0,0,0,0,0,0
3,5,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,15,6,808e,858b,0,1,0,0,0,0,1,1,0,0,0
2,25,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,20,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,15,5,808e,337f,0,1,0,0,0,0,1,0,0,0,0
2,15,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,0,3,d502,6c3e,0,0,0,0,0,1,0,0,0,0,0
2,15,7,808e,6c3e,0,1,0,0,0,0,0,0,0,0,0
2,15,5,d502,337f,0,1,0,0,0,0,1,1,0,0,0
2,40,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,0,2,2f15,858b,0,0,0,0,0,0,1,1,0,0,0
2,0,5,d502,337f,0,0,0,0,0,0,1,0,0,0,0
2,40,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,10,3,d502,858b,0,0,0,0,0,0,1,1,0,0,0
2,0,4,d502,337f,0,1,0,0,0,0,1,0,0,0,0
2,50,6,808e,337f,0,1,0,0,0,0,0,0,0,0,0
2,40,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
4,95,9,d502,6c3e,1,0,0,0,1,0,1,0,0,0,0
3,40,6,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,10,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,40,4,d502,337f,1,1,0,0,1,0,1,1,0,0,0
2,15,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,20,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,10,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,10,5,808e,337f,0,1,0,0,0,0,0,0,0,0,0
3,5,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,5,6,808e,6c3e,0,1,0,0,0,0,0,0,0,0,0
2,20,6,808e,337f,0,1,0,0,0,0,0,0,0,0,0
2,60,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,40,4,808e,337f,0,1,0,0,0,0,0,0,0,0,0
2,25,8,d502,337f,0,1,0,0,0,0,0,0,0,0,0
5,80,10,d502,337f,0,0,0,0,1,0,0,0,0,0,0
2,0,5,d502,337f,0,0,0,0,1,0,1,1,0,0,1
2,25,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,20,6,808e,337f,0,1,0,0,0,0,0,0,0,0,0
2,55,6,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,30,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,30,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,35,5,808e,337f,0,1,0,0,0,0,0,0,0,0,0
3,20,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,0,5,d502,337f,0,1,0,1,0,0,0,0,0,0,0
2,10,6,d502,337f,0,1,0,0,0,0,1,0,0,0,0
3,0,9,d502,467b,0,0,0,0,0,1,0,0,1,0,0
2,40,6,d502,337f,0,1,0,0,0,0,1,0,0,0,0
2,15,7,d502,467b,0,0,0,0,0,0,0,0,1,0,0
2,0,6,d502,858b,0,1,0,0,0,0,1,1,0,0,0
2,10,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,10,7,d502,6c3e,0,0,0,0,0,1,0,0,0,0,0
2,45,5,808e,337f,0,1,0,0,0,0,0,0,0,0,0
2,15,5,d502,337f,0,1,0,0,0,0,1,1,0,0,0
2,60,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,40,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,0,3,808e,337f,0,1,0,0,0,0,0,0,0,0,0
2,0,7,d502,467b,0,0,0,0,0,0,0,0,1,0,0
4,0,9,d502,6c3e,0,0,0,1,0,1,1,0,0,1,1
2,20,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,20,6,808e,337f,0,0,1,0,0,0,0,0,0,0,0
2,5,4,d502,858b,0,0,0,0,0,0,1,0,0,0,0
1,0,3,d502,6c3e,0,0,0,0,0,1,0,0,0,0,0
4,20,10,d502,337f,0,0,0,0,1,1,0,0,0,0,0
2,25,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
5,25,15,d502,467b,0,0,0,0,0,0,0,0,0,1,0
2,15,5,d502,337f,0,1,0,0,0,0,1,0,0,0,0
2,70,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,35,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,10,3,d502,6c3e,0,0,0,0,0,1,0,0,0,0,0
1,5,7,d502,858b,1,0,0,0,0,0,0,0,0,0,0
2,10,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
1,0,2,d502,337f,0,0,0,0,0,1,1,0,0,0,0
2,10,5,d502,337f,0,1,1,0,0,0,1,0,0,0,0
2,15,4,d502,858b,0,1,0,0,0,0,0,0,0,0,0
2,15,5,d502,858b,0,1,0,0,0,0,1,0,0,0,0
2,5,6,d502,337f,1,1,0,0,0,0,0,0,0,0,0
1,5,3,808e,467b,0,0,0,0,0,1,0,0,0,1,0
3,40,6,808e,337f,0,1,1,0,0,0,1,0,0,0,0
2,10,7,2f15,337f,0,1,1,0,0,0,1,1,0,0,0
1,15,2,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,10,5,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,35,8,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,10,5,d502,337f,0,0,0,0,0,0,1,1,0,0,0
2,0,6,d502,337f,0,0,1,0,0,0,1,0,0,0,0
3,30,8,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,10,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
3,10,7,d502,337f,0,1,0,0,0,0,0,0,0,0,0
2,5,5,d502,337f,0,0,0,0,0,0,1,0,0,0,0
2,0,5,d502,858b,0,1,0,0,0,0,1,0,0,0,0
2,15,6,d502,337f,1,1,0,0,0,0,1,0,0,0,0
2,15,4,d502,337f,0,1,0,0,0,0,0,0,0,0,0
