count_floors_pre_eq,age,area_percentage,height_percentage,has_superstructure_adobe_mud,has_superstructure_mud_mortar_stone,has_superstructure_stone_flag,has_superstructure_cement_mortar_stone,has_superstructure_mud_mortar_brick,has_superstructure_cement_mortar_brick,has_superstructure_timber,has_superstructure_bamboo,has_superstructure_rc_non_engineered,has_superstructure_rc_engineered,has_superstructure_other,count_families,damage_grade
4,75,3,8,1,0,0,0,0,0,0,0,0,0,0,1,2
2,0,14,8,1,0,0,0,0,0,0,0,0,0,0,1,2
5,15,4,13,0,0,0,0,0,1,0,0,0,0,0,1,2
2,0,11,5,0,0,1,0,0,0,0,0,0,0,0,0,3
5,30,2,13,0,0,0,0,0,1,1,0,0,0,0,1,2
2,15,2,5,0,1,0,0,0,0,1,0,0,0,0,1,1
4,30,9,9,0,1,0,0,0,0,0,0,0,0,0,1,3
2,10,3,6,0,1,0,0,0,0,1,1,1,0,0,1,3
1,20,7,3,1,1,0,0,0,0,0,0,0,0,1,1,2
1,0,6,3,0,1,0,1,0,0,0,0,0,0,0,1,1
2,30,6,6,1,1,0,0,0,0,0,0,0,0,0,1,3
2,60,6,5,0,1,1,0,0,0,0,0,0,0,0,1,3
2,60,8,5,0,1,0,0,0,0,1,0,0,0,0,1,3
1,5,6,4,0,0,0,0,0,0,1,0,0,0,1,1,1
3,15,7,6,0,0,0,0,1,0,0,0,0,0,0,1,2
1,40,5,3,0,1,0,0,0,0,1,0,0,0,1,1,2
2,15,5,7,1,1,0,0,0,0,0,0,0,0,0,1,3
2,30,9,6,0,1,0,0,0,0,1,1,0,0,0,1,3
3,5,2,7,0,1,0,0,0,0,1,0,0,0,0,1,3
4,15,5,10,0,1,0,0,1,0,0,0,0,0,0,1,2
4,85,8,9,0,0,0,0,1,0,0,0,0,0,0,1,2
5,35,7,11,0,0,0,0,1,0,0,0,0,0,0,1,3
2,40,8,7,0,1,0,0,0,0,1,1,0,0,0,1,2
2,20,12,5,1,0,0,0,0,0,0,0,0,0,0,1,3
3,80,13,8,1,1,0,0,0,0,1,0,0,0,0,1,3
2,5,6,6,0,1,0,0,0,0,1,0,0,0,0,0,1
4,90,6,8,1,0,0,0,1,0,1,1,0,0,0,1,2
2,30,10,8,0,1,0,0,0,0,0,0,0,0,0,2,2
2,25,13,4,0,0,0,0,0,0,0,1,0,0,0,1,2
2,5,5,6,0,1,0,0,0,0,1,0,0,0,1,1,2
1,0,3,4,0,1,0,0,0,0,1,0,0,0,0,1,3
2,0,9,5,0,0,0,0,0,0,1,1,0,0,1,1,1
2,30,26,5,0,1,0,0,0,0,0,0,0,0,0,1,3
3,15,10,9,0,0,0,0,0,1,0,0,1,0,0,0,2
3,15,6,7,1,1,0,0,0,0,0,0,0,0,0,1,2
4,10,13,13,0,0,0,0,0,1,0,0,1,0,0,2,2
2,25,4,8,0,1,0,0,0,0,0,0,0,0,0,1,3
4,0,19,13,0,0,0,0,0,0,0,0,0,1,0,1,1
2,5,19,6,0,1,1,0,0,0,1,1,0,0,0,1,2
2,15,9,8,0,0,1,0,0,0,0,0,0,0,0,1,3
2,15,7,7,0,0,0,0,0,1,0,0,1,0,0,1,1
3,15,8,4,0,1,0,0,0,0,1,0,0,0,0,1,2
2,0,2,5,0,1,0,0,0,0,0,1,0,0,0,1,2
2,45,9,5,0,1,0,0,0,0,0,0,0,0,0,2,3
2,20,8,7,0,1,0,0,0,0,0,1,0,0,0,1,1
1,20,8,3,0,0,0,0,0,1,0,0,0,0,0,1,1
2,20,10,5,0,0,0,0,1,0,0,0,0,0,0,2,2
3,65,4,7,0,1,0,0,0,0,0,0,0,0,0,1,3
1,10,6,4,0,1,1,0,0,0,0,0,0,0,0,1,3
3,55,10,6,0,1,0,0,0,0,0,0,0,0,0,1,3
2,10,12,3,0,1,0,0,0,0,0,0,1,0,0,1,2
2,10,6,5,0,1,0,0,1,0,0,0,0,0,0,0,2
2,10,7,8,0,1,0,0,0,0,0,0,0,0,0,2,2
3,20,21,8,0,0,0,0,0,1,0,0,0,1,0,1,1
2,5,7,5,0,1,0,0,0,0,1,1,1,0,0,1,2
3,45,11,6,0,0,0,0,1,0,0,0,0,0,0,1,2
2,15,6,4,0,0,0,0,0,0,1,0,0,0,0,1,3
2,0,4,5,0,0,0,0,0,0,0,1,0,0,0,1,1
2,15,7,6,0,0,0,0,0,0,0,1,0,0,0,1,2
2,10,3,5,0,1,0,1,0,0,0,0,0,0,0,1,2
2,10,3,6,0,0,0,0,0,0,1,0,0,0,0,1,2
1,5,4,4,0,1,0,0,0,0,0,1,0,0,0,1,2
2,80,9,8,0,1,0,0,0,0,0,0,0,0,0,1,2
1,5,18,2,0,0,0,0,0,1,1,0,0,0,0,1,2
1,0,19,4,1,0,0,0,0,0,0,1,0,0,0,1,1
3,20,10,8,1,0,0,0,1,0,0,0,0,0,0,1,3
2,5,10,7,0,1,1,0,0,0,0,0,0,0,0,1,2
2,5,9,7,0,1,0,0,0,0,1,0,1,0,0,1,2
2,45,5,7,0,1,0,0,0,0,0,0,0,0,0,1,3
3,50,5,6,1,0,0,0,0,0,0,0,0,0,0,1,2
3,40,4,6,1,1,0,0,0,0,0,0,0,0,0,1,3
3,80,3,9,1,0,0,0,1,0,0,0,0,0,0,1,3
3,30,9,6,0,1,0,0,0,0,0,0,0,0,0,2,2
3,40,7,9,1,0,0,0,0,0,0,0,0,0,0,1,3
2,0,13,6,0,0,0,0,1,0,0,0,0,0,0,1,2
2,50,12,6,1,1,1,0,0,0,0,0,0,0,1,1,2
3,10,13,8,0,1,0,0,0,0,1,1,0,0,0,1,3
3,50,3,7,1,0,0,0,0,0,0,0,0,0,0,1,2
2,40,6,5,0,1,0,0,0,0,1,0,0,0,0,1,1
2,10,15,6,1,0,0,0,0,0,0,0,0,0,0,0,2
2,5,6,6,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,4,3,0,0,1,0,0,0,1,0,0,0,0,1,3
5,50,7,10,0,0,0,0,1,0,0,0,0,0,0,2,2
3,5,14,7,0,0,0,0,1,0,0,0,0,0,0,1,2
4,80,9,7,1,0,0,0,0,0,0,0,0,0,0,1,2
1,5,19,3,0,0,0,0,0,1,0,0,1,0,0,1,2
3,10,8,9,0,0,0,0,0,0,0,0,1,0,0,1,2
1,10,7,5,0,1,0,0,0,0,1,0,0,0,0,2,3
3,20,10,4,0,1,0,0,0,0,0,0,0,0,0,1,3
2,30,3,5,1,1,0,0,0,0,0,0,0,0,1,1,3
2,20,5,4,0,1,0,0,0,0,1,0,0,0,1,1,2
2,5,6,6,0,0,0,0,0,1,0,0,1,0,0,1,2
2,5,9,4,0,0,0,0,0,0,1,1,0,0,1,1,3
3,0,15,7,0,0,0,1,0,0,0,0,0,0,0,1,2
3,30,11,6,0,1,0,0,0,0,0,0,0,0,0,3,2
2,15,4,3,0,1,0,0,0,0,1,0,0,0,0,1,3
3,0,29,6,0,1,0,0,0,0,0,0,0,0,0,1,3
2,5,35,7,0,0,0,0,0,1,0,0,1,0,0,3,2
1,15,6,4,0,1,1,0,0,0,0,0,0,0,0,1,2
1,25,13,3,0,1,0,0,0,0,0,0,0,0,0,1,3
1,0,6,2,0,0,0,0,0,0,1,0,0,0,1,1,3
2,15,5,6,0,1,0,0,0,1,0,0,0,0,0,1,2
2,15,6,5,0,1,0,0,0,0,1,0,0,0,0,0,3
3,25,3,8,1,0,0,0,0,0,1,0,0,0,0,2,2
3,70,13,7,1,1,0,0,1,0,0,0,0,0,0,1,3
2,5,11,5,0,1,0,0,0,0,0,0,0,0,0,0,3
1,5,6,3,0,0,0,1,0,1,0,0,0,0,0,0,1
3,10,4,5,0,0,0,0,0,1,0,0,0,0,0,1,2
5,5,5,13,0,0,0,0,1,0,0,0,0,0,0,1,2
1,10,11,3,0,0,0,0,1,1,0,0,0,0,0,1,2
2,15,11,9,1,1,0,1,0,0,0,0,0,0,0,1,2
3,45,3,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,5,15,5,0,1,0,0,0,0,1,1,0,0,0,1,1
3,15,16,6,0,1,0,0,0,0,1,0,0,0,0,0,3
2,25,8,4,0,1,1,0,0,0,1,1,0,0,0,0,3
2,30,9,4,0,0,0,0,0,1,1,0,0,0,0,1,2
2,25,3,5,0,1,0,0,0,0,0,0,0,0,0,1,1
1,25,6,6,0,1,0,0,0,0,1,0,0,0,0,1,2
2,0,4,5,0,0,0,0,0,1,0,0,0,0,0,0,2
2,35,8,6,0,1,0,0,0,0,1,0,0,0,0,1,1
3,30,15,6,1,0,0,0,0,0,0,0,0,0,0,1,2
1,20,17,3,1,0,0,0,1,0,0,0,0,0,0,1,3
2,0,12,5,0,1,0,0,0,0,0,0,0,0,0,0,1
5,10,5,10,1,0,0,0,1,1,0,0,0,0,0,1,2
3,35,11,8,1,0,0,0,0,0,1,1,0,0,1,1,3
3,25,13,6,0,1,0,0,0,0,1,0,0,0,0,2,3
2,5,13,5,0,1,0,0,0,0,0,0,0,0,0,0,2
2,0,4,6,0,0,0,0,0,1,1,1,0,0,0,1,2
1,15,17,3,0,0,0,0,0,1,1,0,0,0,0,1,2
2,55,8,9,0,1,0,0,0,0,0,0,0,0,0,1,2
1,25,7,6,0,1,0,0,0,0,0,0,0,0,0,1,2
5,60,8,13,1,0,0,0,1,0,0,0,0,0,0,1,3
2,100,13,5,0,1,1,0,1,0,1,0,0,0,0,4,3
3,15,6,7,1,1,0,0,0,0,0,0,0,0,0,1,3
2,0,2,5,0,0,0,0,0,1,0,0,0,0,0,1,2
1,100,7,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,25,5,5,0,1,0,0,1,1,1,1,0,0,0,1,2
1,15,8,3,1,1,0,0,0,0,0,0,1,0,0,1,3
2,30,6,5,0,1,0,0,0,0,0,0,1,0,0,1,2
1,10,7,4,0,0,0,0,0,1,0,0,0,0,0,2,1
2,5,15,7,0,0,0,0,0,1,1,0,0,0,0,1,1
3,15,4,8,0,1,0,0,0,0,1,0,0,0,0,1,3
3,20,6,10,0,1,0,0,0,0,0,0,0,0,0,1,2
2,75,6,6,0,1,0,0,0,0,0,0,0,0,0,1,3
1,5,17,3,0,0,1,0,0,0,1,1,0,0,0,1,3
1,0,9,2,0,1,0,0,0,0,1,0,0,0,1,1,2
3,5,15,9,0,0,0,0,0,1,0,0,0,0,0,0,2
2,20,9,5,0,0,0,0,0,0,1,0,1,0,0,2,2
4,35,10,12,0,0,0,1,0,1,1,0,0,0,0,0,3
3,10,28,4,0,1,0,0,0,0,1,0,0,0,0,3,2
3,45,6,5,0,1,1,0,0,0,0,0,0,0,0,1,3
3,60,5,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,90,6,8,0,1,0,0,0,0,0,0,0,0,0,1,2
1,5,9,3,0,0,1,0,0,0,0,0,0,0,0,0,2
1,0,4,4,0,1,0,0,0,0,1,1,0,0,0,1,2
3,50,11,10,0,1,0,0,0,0,0,0,0,0,0,1,3
2,35,12,6,0,0,0,0,0,1,0,0,0,0,0,2,1
2,20,13,5,0,1,0,1,0,0,0,0,0,0,0,2,1
2,35,9,5,0,1,0,0,0,0,1,0,1,0,0,1,2
2,25,4,5,1,0,0,1,1,0,0,0,1,0,0,1,3
2,15,4,8,0,1,0,0,0,0,1,0,0,0,0,1,3
1,10,13,3,0,1,0,1,0,1,0,0,0,0,0,1,1
1,25,6,2,0,0,1,0,0,0,0,0,0,0,0,1,3
2,5,8,6,0,0,1,0,0,0,1,0,0,0,0,0,2
2,50,9,15,0,1,0,0,0,0,0,0,0,0,0,1,3
2,15,39,6,0,1,0,0,0,0,0,0,0,0,0,1,2
3,20,6,9,0,1,0,0,0,0,1,0,0,0,0,2,3
2,200,3,4,0,0,0,0,0,0,1,0,0,0,0,2,1
2,0,6,5,0,0,1,0,0,0,1,0,0,0,0,1,3
2,0,2,6,1,1,1,0,0,0,0,0,0,0,0,1,3
2,25,4,4,0,1,0,0,0,0,1,0,0,0,0,1,1
2,70,8,4,0,0,1,0,0,0,0,0,0,0,0,1,3
3,45,6,6,1,0,0,0,1,0,0,0,0,0,0,0,2
2,30,3,8,0,1,0,0,0,0,0,0,0,0,0,1,2
3,15,21,13,0,0,0,0,0,0,0,0,0,1,0,1,1
3,50,6,8,0,1,0,0,0,0,1,1,0,0,0,1,3
2,20,5,7,0,0,0,0,0,1,0,0,0,0,0,0,2
2,5,6,6,0,1,0,0,0,0,1,0,0,0,0,1,1
3,25,15,7,0,1,0,0,0,0,1,0,0,0,0,1,2
1,5,15,3,0,1,0,0,0,0,0,0,0,0,0,0,2
3,55,9,7,0,1,0,0,0,0,0,0,0,0,0,1,2
1,10,6,4,0,0,0,0,0,0,0,0,1,0,0,1,1
2,40,18,6,0,1,0,0,0,0,0,0,0,0,0,2,3
2,85,4,5,0,1,0,0,0,0,0,0,0,0,0,2,3
2,0,12,8,0,1,0,0,0,0,0,0,0,0,0,1,2
2,5,11,5,0,1,0,0,0,0,0,0,0,0,1,1,1
5,40,5,11,1,0,0,0,1,1,0,0,0,0,0,1,2
2,15,8,5,1,1,0,0,0,0,1,1,0,0,0,1,3
2,15,16,8,0,1,0,0,0,0,1,0,0,0,0,2,2
2,15,6,3,0,1,0,0,0,0,1,0,0,0,0,1,3
2,15,9,5,0,0,0,1,0,0,1,0,0,0,0,1,2
5,80,12,10,0,0,0,0,1,1,0,0,0,0,0,1,2
2,15,4,5,0,1,0,0,0,0,0,1,0,0,1,1,2
2,30,5,8,0,1,0,0,0,0,0,0,0,0,0,1,2
2,50,9,8,0,1,0,0,0,0,0,0,0,0,0,2,2
1,10,15,3,0,0,0,0,0,1,0,0,0,0,1,1,2
2,15,10,6,0,1,0,1,0,0,0,0,0,0,0,1,2
2,10,7,4,0,1,0,0,0,1,1,0,0,0,0,2,3
3,0,5,7,0,1,0,0,0,0,1,0,0,0,0,0,3
2,30,8,5,0,1,0,0,0,0,0,0,0,0,0,1,1
3,10,6,6,0,1,0,0,0,0,1,0,0,0,0,0,3
3,0,21,9,0,0,0,0,0,1,0,0,0,1,0,1,2
1,5,4,2,0,1,0,0,0,0,1,0,0,0,1,1,2
2,60,10,5,0,1,0,0,0,0,1,0,0,0,0,1,3
4,60,31,12,1,0,0,0,0,0,0,0,1,0,0,1,3
2,995,8,5,0,0,0,0,0,0,1,0,0,0,0,1,1
2,0,3,4,0,0,0,0,0,0,1,1,0,0,0,1,3
2,45,15,7,0,1,0,0,0,0,0,0,0,0,0,2,3
5,90,6,11,1,0,0,0,0,0,0,0,0,0,0,3,2
2,25,8,6,0,1,0,0,1,0,1,0,0,0,0,1,2
2,35,13,5,0,0,0,0,1,0,0,0,0,0,0,1,2
2,5,12,10,0,1,0,0,0,0,0,0,1,0,0,1,3
1,5,2,3,0,0,0,0,0,0,1,1,0,0,1,1,1
2,10,32,5,0,1,0,0,0,0,0,0,0,0,0,2,3
2,5,15,6,0,0,0,1,0,0,0,0,0,0,0,1,2
2,20,10,8,1,1,0,1,0,0,0,0,0,0,0,1,3
3,15,17,8,0,0,0,0,0,1,0,0,0,0,0,1,1
3,80,25,7,0,1,0,0,0,0,0,0,0,0,0,2,2
2,20,3,5,0,1,1,0,0,0,1,0,0,0,0,1,3
3,45,9,7,0,1,0,0,0,0,1,0,0,0,0,0,2
3,20,13,10,0,0,0,0,0,1,0,0,0,0,0,1,2
2,0,4,3,0,0,0,0,0,0,1,1,0,0,0,1,1
1,5,3,3,0,1,0,0,0,0,1,1,0,0,0,0,2
2,20,18,7,0,0,0,0,0,1,0,0,1,0,0,0,2
3,25,7,7,0,0,0,0,1,0,0,0,0,0,0,1,2
2,5,8,7,1,1,0,0,0,0,1,0,0,0,0,1,2
1,30,24,3,0,1,0,0,0,1,0,0,0,0,0,0,2
2,5,5,7,0,0,0,0,0,0,1,0,0,0,0,1,2
1,0,19,3,0,0,0,0,0,1,0,0,0,1,0,2,1
1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,1,2
2,0,18,6,0,1,0,0,0,1,1,0,0,0,0,0,3
4,45,6,9,0,0,0,0,1,0,0,0,0,0,0,1,2
1,25,3,2,0,1,0,0,1,0,1,0,0,0,0,1,2
3,200,7,8,0,1,0,0,0,0,0,0,0,0,0,2,3
2,0,7,5,0,1,0,1,0,0,1,1,0,0,0,1,2
3,90,12,6,0,1,0,0,0,0,0,0,0,0,0,1,2
3,20,14,9,0,1,0,0,0,0,0,0,0,0,0,3,3
2,50,3,5,0,1,0,0,0,0,0,0,0,0,0,0,2
2,10,11,5,0,1,0,0,0,0,1,0,0,0,0,2,2
2,5,20,7,0,1,0,0,0,0,0,0,0,0,0,1,2
2,5,6,6,0,1,1,1,0,0,1,1,0,0,0,1,2
1,0,31,3,0,0,0,1,0,1,0,0,0,0,0,0,1
1,10,9,4,0,0,0,0,1,0,0,0,0,0,0,1,1
1,0,19,3,0,0,0,1,0,0,0,0,0,0,0,1,1
2,40,19,5,1,1,0,0,1,0,1,1,0,0,0,1,2
2,15,6,6,1,0,0,0,1,0,0,0,0,0,0,1,3
2,10,11,5,0,1,0,0,0,0,1,1,0,0,1,1,2
2,0,9,6,0,1,0,0,0,0,0,0,0,0,0,0,2
3,15,6,6,1,1,0,0,0,0,0,0,0,0,0,1,3
1,5,14,5,0,1,0,0,0,0,1,0,0,0,0,2,2
2,15,25,6,0,0,0,0,0,0,0,0,0,1,0,1,2
1,5,14,3,0,0,0,0,0,0,0,0,0,1,0,0,1
2,45,10,5,1,1,1,0,0,0,1,0,0,0,0,1,2
2,65,11,5,0,1,0,0,0,0,0,0,0,0,0,1,3
3,90,8,6,0,1,0,0,0,0,0,0,1,0,0,1,2
3,35,14,6,0,1,0,0,0,0,0,0,0,0,0,1,3
2,25,14,5,0,1,0,1,0,0,0,0,0,0,0,1,2
1,5,11,3,0,1,0,1,1,1,0,0,0,0,0,1,2
3,50,7,7,0,1,0,0,0,0,0,0,0,0,0,1,1
3,30,9,7,0,1,0,0,0,0,1,0,0,0,0,0,2
3,0,8,6,0,1,0,0,1,0,0,0,0,0,0,1,3
2,10,5,7,0,1,0,0,0,0,1,0,0,0,0,2,2
2,30,3,5,1,0,0,0,1,0,0,0,0,0,0,0,3
1,0,6,5,0,0,0,0,0,0,1,1,0,0,0,1,2
2,10,13,6,0,0,0,0,0,0,1,1,1,0,0,1,2
2,70,4,6,0,0,0,0,1,0,0,0,0,0,0,1,2
3,60,7,6,0,1,0,0,0,0,1,0,0,0,0,0,3
1,995,3,4,0,1,0,0,0,0,0,1,0,0,0,1,3
2,15,4,5,0,0,0,0,0,0,1,1,0,0,0,1,2
2,30,13,7,1,1,0,1,0,0,1,0,0,0,0,1,2
2,55,7,5,0,1,0,0,0,0,0,0,0,0,0,0,3
3,995,19,7,0,0,0,1,0,1,0,0,0,0,1,1,3
2,25,26,5,1,0,0,0,1,0,0,0,0,0,0,2,3
3,45,15,10,0,1,0,0,0,0,0,0,0,0,0,1,3
3,20,5,5,1,1,0,0,0,0,0,0,0,0,0,1,3
1,0,19,3,0,1,0,1,0,0,0,0,0,0,0,0,2
2,45,4,4,0,1,0,0,0,0,0,0,0,0,0,2,1
3,35,8,8,0,1,0,0,0,0,1,1,0,0,0,0,3
4,100,6,8,0,0,0,0,1,0,0,0,0,0,0,1,3
4,35,12,10,0,0,0,0,1,0,0,0,0,0,0,1,2
2,5,10,5,0,1,0,0,0,0,1,0,0,0,0,1,1
2,55,7,5,0,1,0,0,0,0,0,0,0,0,0,2,3
3,30,6,6,0,1,0,0,0,0,1,0,0,0,1,1,2
1,10,4,3,0,0,0,0,1,0,0,0,0,0,0,1,3
1,15,3,3,0,1,1,0,0,0,0,0,0,0,0,1,2
3,20,18,7,0,1,0,0,0,0,0,0,0,0,0,2,3
2,10,13,7,0,0,0,0,0,1,0,0,1,0,0,1,2
2,5,11,6,0,1,0,1,0,0,1,0,0,0,0,1,2
2,10,8,6,0,0,0,0,0,1,0,0,0,0,0,3,1
4,10,14,3,0,0,0,0,0,1,0,0,1,0,0,1,3
4,70,10,8,1,0,0,0,1,1,0,0,0,0,0,1,2
5,25,14,13,0,0,0,0,0,0,0,0,1,0,0,1,2
3,10,15,9,0,0,0,0,0,0,0,0,0,1,0,4,2
3,10,31,6,0,0,0,0,0,1,0,0,1,0,0,0,1
2,50,8,5,1,1,0,0,1,0,0,0,0,0,0,1,2
3,90,7,7,1,0,0,1,1,0,0,0,0,0,0,1,2
1,25,7,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,40,6,8,0,0,0,0,1,0,1,0,0,0,0,1,2
2,5,3,4,0,0,0,0,0,0,0,1,0,0,0,1,2
2,10,5,3,0,1,0,0,0,0,0,0,0,0,0,0,2
2,20,7,5,0,0,0,0,0,0,1,1,0,0,0,2,1
1,10,5,3,0,0,0,0,0,1,0,0,0,0,0,0,2
4,5,16,10,0,0,0,0,0,0,0,0,0,1,0,1,2
2,20,14,7,0,0,0,0,0,1,1,1,1,0,0,1,2
1,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,1
2,20,10,6,0,1,0,0,0,0,1,0,0,0,0,1,1
3,40,5,6,0,1,0,0,0,0,0,0,0,0,0,2,3
4,90,5,10,1,0,0,0,1,0,1,1,0,0,0,2,2
2,25,3,4,0,1,0,0,0,0,1,0,0,0,0,0,2
3,25,8,7,1,0,0,0,0,0,1,0,0,0,0,1,2
4,15,7,10,0,0,0,0,1,1,1,0,0,0,0,1,2
3,10,27,10,1,0,0,1,0,1,0,0,1,0,0,0,1
1,30,6,2,1,1,0,0,1,0,0,0,0,0,0,0,2
2,15,10,5,0,1,0,0,0,0,0,0,0,0,0,2,3
2,15,17,5,0,1,0,0,0,0,0,0,0,0,0,3,2
2,35,7,5,1,1,0,0,0,0,1,1,0,0,0,1,2
1,15,2,2,0,0,0,0,0,0,1,0,0,0,0,1,1
1,15,12,3,0,1,0,0,1,0,0,0,0,0,0,3,2
2,15,9,5,0,0,1,0,0,0,1,0,0,0,0,1,3
2,30,4,7,0,0,0,0,0,1,0,0,0,0,0,1,3
2,0,10,6,1,1,1,1,0,0,1,0,0,0,0,1,2
2,60,6,7,0,1,0,0,0,0,1,0,0,0,0,1,2
2,70,7,5,0,1,0,0,0,0,0,0,0,0,0,2,3
4,85,3,10,0,0,0,0,1,0,1,0,0,0,0,1,3
2,70,8,5,0,1,0,0,0,0,0,0,0,0,0,2,3
1,0,26,4,0,0,0,0,0,0,0,0,1,0,0,1,2
2,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,3
1,15,11,3,0,0,0,0,1,0,1,1,1,0,0,1,3
2,20,9,5,0,0,0,0,1,0,0,0,0,0,0,1,3
2,20,6,7,0,1,0,0,0,0,0,0,0,0,0,0,2
2,25,7,6,1,0,0,0,0,0,0,0,0,0,0,2,2
3,5,9,9,0,0,0,0,0,1,0,0,0,0,0,1,1
3,5,7,6,0,1,1,0,0,0,1,0,0,0,0,1,2
2,20,11,5,0,0,0,0,0,0,1,0,0,0,0,0,1
2,15,16,7,1,0,0,0,0,0,0,0,0,0,0,1,2
2,10,33,6,0,0,0,0,0,0,0,0,1,0,0,1,2
3,65,6,7,0,1,0,0,0,0,0,0,0,0,0,0,2
2,20,4,4,0,1,0,0,0,0,0,0,0,0,0,1,1
2,25,12,7,0,1,1,0,0,0,0,0,0,0,0,1,3
1,20,15,4,0,1,0,0,0,0,1,0,0,0,0,1,2
1,5,6,6,0,0,0,0,0,0,1,0,0,0,0,1,1
3,20,6,8,1,0,0,0,1,0,0,0,0,0,0,1,2
3,40,13,6,0,1,0,0,0,0,0,0,0,0,0,1,2
3,25,5,5,0,1,0,0,0,0,1,0,0,0,0,1,2
3,10,24,10,0,0,0,0,0,1,0,0,0,0,0,1,2
2,10,42,7,0,0,0,0,0,0,0,0,0,1,0,1,1
1,5,5,4,0,0,0,0,0,1,1,1,0,0,0,1,2
3,30,17,8,0,1,0,0,0,0,1,0,0,0,0,1,3
2,45,6,6,0,1,0,0,0,0,1,0,0,0,0,2,3
4,60,8,8,1,0,0,0,0,0,0,0,0,0,0,1,3
2,40,20,5,1,1,0,0,0,0,0,0,0,0,0,1,2
2,995,9,5,0,1,0,0,0,0,1,1,0,0,0,1,1
2,10,11,7,0,0,0,0,0,0,0,0,1,0,0,0,2
2,25,10,5,0,1,0,1,1,1,0,0,0,0,0,1,2
5,50,10,11,0,0,0,0,1,1,0,0,0,0,0,1,2
2,35,10,7,1,0,0,0,1,0,0,0,0,0,0,1,2
3,30,7,7,0,1,0,0,0,0,0,0,0,0,0,2,2
4,80,8,8,0,0,0,0,1,0,1,1,0,0,0,1,2
3,40,6,5,0,1,0,0,0,0,1,1,0,0,0,1,3
3,15,8,5,0,1,0,0,0,0,1,0,0,0,0,1,2
2,0,8,5,0,1,0,0,0,0,0,0,0,0,0,2,2
3,10,10,6,0,0,1,0,0,0,1,0,0,0,0,1,3
2,30,6,4,1,1,0,0,1,0,0,0,0,0,0,1,2
2,30,9,5,1,1,0,0,0,0,0,0,0,0,0,1,3
2,30,7,5,0,1,0,0,1,0,0,0,0,0,0,1,3
3,35,7,6,0,1,0,0,0,0,0,0,0,0,0,3,2
4,35,7,10,0,1,0,0,0,0,0,0,0,0,0,1,3
2,0,5,3,0,0,0,0,0,0,1,0,0,0,0,0,2
2,20,6,6,1,0,0,0,0,0,1,0,0,0,0,1,2
2,5,18,6,0,1,0,0,0,0,1,0,0,0,0,1,2
2,5,13,7,0,1,0,0,0,0,0,0,0,0,0,2,2
3,55,15,9,0,1,0,0,1,0,0,0,0,0,0,0,3
2,10,12,6,0,0,0,0,0,1,0,0,0,1,0,1,1
2,0,8,5,0,1,1,0,0,0,1,1,0,0,0,0,2
1,75,19,4,0,1,0,0,0,0,0,0,0,0,0,1,3
2,10,10,6,0,0,1,0,0,0,1,0,0,0,1,1,2
2,30,8,7,1,1,0,0,1,0,1,1,0,0,0,1,3
1,5,8,5,0,0,0,0,0,0,1,1,0,0,0,1,1
3,15,5,10,0,0,0,0,1,0,0,0,0,0,0,1,2
1,10,6,3,0,1,0,0,0,0,0,1,0,0,0,1,2
3,80,3,6,0,0,0,0,1,0,0,0,0,0,0,1,2
2,40,10,5,1,1,0,0,0,0,0,0,0,0,0,0,2
2,80,7,7,0,1,0,0,0,0,0,0,0,0,0,0,3
2,5,7,6,0,1,0,0,1,0,0,0,0,0,0,1,2
3,5,9,9,0,1,0,0,0,0,1,0,0,0,0,1,3
2,15,67,4,0,1,0,0,0,0,0,0,0,0,0,1,2
2,35,7,6,1,1,0,0,1,0,0,0,0,0,0,1,2
2,5,11,5,0,1,0,0,0,0,0,0,0,0,0,1,1
2,5,16,5,0,0,0,0,0,0,0,0,0,1,0,1,1
2,50,11,7,0,1,0,0,0,0,1,0,0,0,0,1,3
2,20,7,4,0,0,0,1,0,0,1,0,0,0,0,1,1
2,35,8,7,1,0,0,0,1,0,1,0,0,0,0,1,2
1,40,6,3,0,1,0,0,0,0,1,1,0,0,0,1,2
1,20,10,3,0,1,0,0,0,0,1,1,0,0,0,1,3
1,20,8,5,0,0,0,0,1,0,0,0,0,0,0,1,3
4,0,8,10,0,0,0,0,0,1,0,0,1,0,0,1,2
3,0,12,9,0,0,0,0,0,1,0,0,0,1,0,1,1
1,100,3,3,0,0,1,0,0,0,1,0,0,0,0,1,3
4,20,16,8,0,0,0,0,1,0,0,0,0,0,0,1,2
3,15,9,9,0,1,0,0,0,0,1,1,0,0,0,1,2
3,20,17,6,0,1,0,0,0,0,0,0,1,0,0,3,3
1,25,2,3,0,0,0,0,0,0,1,0,0,0,0,1,1
5,60,20,11,1,0,0,0,1,0,0,0,0,0,0,4,2
2,50,6,4,0,1,0,0,0,0,0,0,1,0,0,1,1
2,15,9,6,1,0,0,0,0,0,0,0,0,0,0,1,1
2,10,16,6,0,0,0,0,0,1,0,0,0,0,0,2,1
